player,player_id,position,team_name,grades_defense,grades_run_defense,snap_counts_run,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Michael Johnson,4993,ED,CIN,76.1,75.7,317,26.0,2016,1200,Michael Johnson,2016,29,4,"$20,000,000",5000000
Calais Campbell,4364,DI,ARZ,76.0,75.3,330,28.0,2016,1557,Calais Campbell,2016,29,5,"$55,000,000",11000000
Michael Bennett,5273,ED,TB,75.7,71.0,316,29.0,2016,1031,Michael Bennett,2016,31,3,"$30,500,000",10166667
Nick Fairley,6165,DI,DET,75.5,75.8,192,30.0,2016,1037,Nick Fairley,2016,28,1,"$3,000,000",3000000
Ndamukong Suh,5527,DI,DET,75.3,56.5,346,31.0,2016,1205,Ndamukong Suh,2016,29,6,"$114,375,000",19062500
Mario Williams,2946,ED,BUF,74.9,71.4,388,33.0,2016,1025,Mario Williams,2016,31,2,"$17,000,000",8500000
Alex Carrington,5597,DI,BUF,74.6,60.1,151,34.0,2016,920,Alex Carrington,2016,29,1,"$760,000",760000
Julius Peppers,1010,ED,CHI,74.5,61.3,264,35.0,2016,1334,Julius Peppers,2016,36,3,"$26,000,000",8666667
Desmond Bryant,5204,DI,LV,74.2,67.9,263,36.0,2016,966,Desmond Bryant,2016,30,2,"$4,250,000",2125000
Antonio Smith,1856,DI,HST,73.2,58.6,280,42.0,2016,922,Antonio Smith,2016,34,1,"$985,000",985000
Dan Williams,5551,DI,ARZ,72.8,73.2,263,43.0,2016,1120,Dan Williams,2016,28,4,"$25,000,000",6250000
Jason Babin,1748,ED,JAX,72.6,65.8,243,44.0,2016,1324,Jason Babin,2016,35,3,"$8,275,000",2758333
Henry Melton,5028,DI,CHI,71.8,52.4,204,46.0,2016,979,Henry Melton,2016,29,1,"$760,000",760000
Mike Martin,7644,DI,TEN,71.8,65.2,172,46.0,2016,1034,Mike Martin,2016,25,1,"$600,000",600000
Linval Joseph,5571,DI,NYG,71.6,68.2,359,48.0,2016,1352,Linval Joseph,2016,27,5,"$31,250,000",6250000
Fletcher Cox,7018,DI,PHI,71.0,61.0,205,52.0,2016,972,Fletcher Cox,2016,25,6,"$102,600,000",17100000
Jason Hatcher,3037,DI,DAL,70.7,75.7,301,53.0,2016,1325,Jason Hatcher,2016,33,4,"$27,500,000",6875000
Cameron Jordan,6176,ED,NO,70.6,76.4,421,54.0,2016,1096,Cameron Jordan,2016,26,5,"$55,000,000",11000000
Jared Allen,1847,ED,MIN,70.3,62.8,386,55.0,2016,1323,Jared Allen,2016,33,4,"$32,000,000",8000000
Brodrick Bunkley,2959,DI,NO,69.4,70.5,210,59.0,2016,1268,Brodrick Bunkley,2016,32,3,"$10,650,000",3550000
Jabaal Sheard,6189,ED,CLV,68.8,74.4,391,63.0,2016,1153,Jabaal Sheard,2016,26,2,"$11,000,000",5500000
Courtney Upshaw,7039,ED,BLT,68.6,81.3,375,65.0,2016,952,Courtney Upshaw,2016,26,1,"$1,250,000",1250000
Earl Mitchell,5605,DI,HST,68.5,69.4,208,66.0,2016,1299,Earl Mitchell,2016,28,4,"$16,000,000",4000000
Vance Walker,5134,DI,ATL,68.5,66.9,258,66.0,2016,1241,Vance Walker,2016,28,2,"$4,000,000",2000000
Ryan Kerrigan,6168,ED,WAS,68.0,50.1,384,69.0,2016,1222,Ryan Kerrigan,2016,27,5,"$57,500,000",11500000
Haloti Ngata,2957,DI,BLT,67.7,70.1,439,70.0,2016,978,Haloti Ngata,2016,31,2,"$12,000,000",6000000
Ahtyba Rubin,4504,DI,CLV,67.4,78.6,243,71.0,2016,916,Ahtyba Rubin,2016,29,3,"$12,000,000",4000000
Terrance Knighton,4995,DI,JAX,66.9,58.0,321,76.0,2016,1062,Terrance Knighton,2016,29,1,"$1,750,000",1750000
Tom Johnson,3378,DI,NO,66.8,57.7,188,77.0,2016,1233,Tom Johnson,2016,31,3,"$7,000,000",2333333
Kyle Love,5806,DI,NE,66.6,68.6,273,78.0,2016,1013,Kyle Love,2016,29,1,"$840,000",840000
Vince Wilfork,1742,DI,NE,66.3,66.3,380,80.0,2016,1243,Vince Wilfork,2016,34,2,"$9,000,000",4500000
Arthur Jones,5680,DI,BLT,66.2,63.4,356,81.0,2016,1259,Arthur Jones,2016,29,5,"$33,000,000",6600000
Corey Liuget,6170,DI,LAC,65.5,65.4,266,83.0,2016,1112,Corey Liuget,2016,26,5,"$51,250,000",10250000
Cam Thomas,5669,DI,LAC,65.1,58.6,186,87.0,2016,934,Cam Thomas,2016,29,1,"$760,000",760000
Paul Soliai,3724,DI,MIA,65.1,58.7,314,87.0,2016,1042,Paul Soliai,2016,32,2,"$7,000,000",3500000
Derrick Shelby,7400,ED,MIA,65.0,60.4,106,89.0,2016,965,Derrick Shelby,2016,27,4,"$18,000,000",4500000
Marcell Dareus,6155,DI,BUF,65.0,51.4,328,89.0,2016,1194,Marcell Dareus,2016,26,6,"$96,574,118",16095686
Derek Wolfe,7040,ED,DEN,64.7,73.4,388,93.0,2016,963,Derek Wolfe,2016,25,4,"$36,700,000",9175000
Brandon Mebane,3701,DI,SEA,64.5,67.4,323,94.0,2016,928,Brandon Mebane,2016,31,3,"$13,500,000",4500000
Stephen Paea,6205,DI,CHI,63.6,50.1,219,97.0,2016,1058,Stephen Paea,2016,28,1,"$1,900,000",1900000
Chris Long,4316,ED,LA,63.1,46.9,307,99.0,2016,943,Chris Long,2016,30,1,"$2,375,000",2375000
Alan Branch,3649,DI,SEA,63.0,56.1,282,100.0,2016,1080,Alan Branch,2016,31,2,"$4,300,000",2150000
Jerry Hughes,5556,ED,IND,62.6,55.8,278,104.0,2016,1167,Jerry Hughes,2016,27,5,"$45,000,000",9000000
Barry Cofield,3069,DI,WAS,62.3,51.6,267,105.0,2016,1695,Barry Cofield,2016,32,6,"$36,000,000",6000000
Jonathan Babineaux,2276,DI,ATL,61.9,61.6,364,107.0,2016,1332,Jonathan Babineaux,2016,34,3,"$9,000,000",3000000
Michael Brockers,7020,DI,LA,61.9,66.8,263,107.0,2016,1032,Michael Brockers,2016,25,3,"$33,250,000",11083333
Kendall Reyes,7052,DI,LAC,61.8,53.7,184,109.0,2016,1010,Kendall Reyes,2016,26,1,"$2,500,000",2500000
Cliff Avril,4406,ED,DET,61.4,50.3,272,110.0,2016,1107,Cliff Avril,2016,29,4,"$28,500,000",7125000
Randy Starks,1792,DI,MIA,60.4,54.7,310,113.0,2016,1214,Randy Starks,2016,32,2,"$6,500,000",3250000
Frostee Rucker,3036,ED,CLV,60.4,58.6,294,113.0,2016,974,Frostee Rucker,2016,31,1,"$2,159,375",2159375
Billy Winn,7190,DI,CLV,59.8,68.5,250,115.0,2016,926,Billy Winn,2016,27,1,"$760,000",760000
Jared Odrick,5553,ED,MIA,59.4,63.0,345,119.0,2016,1158,Jared Odrick,2016,28,5,"$42,500,000",8500000
C.J. Wilson,5753,DI,GB,59.4,64.0,189,119.0,2016,933,C.J. Wilson,2016,29,1,"$760,000",760000
Cullen Jenkins,1637,DI,PHI,59.1,44.3,237,123.0,2016,953,Cullen Jenkins,2016,35,1,"$985,000",985000
Matt Shaughnessy,4994,ED,LV,58.9,71.5,295,125.0,2016,1029,Matt Shaughnessy,2016,29,1,"$760,000",760000
Roy Miller,5004,DI,TB,58.3,59.1,221,127.0,2016,1220,Roy Miller,2016,28,4,"$16,250,000",4062500
Tyson Alualu,5535,DI,JAX,57.9,58.0,397,128.0,2016,1240,Tyson Alualu,2016,28,2,"$6,000,000",3000000
Clinton McDonald,5173,DI,SEA,57.6,60.1,134,129.0,2016,1282,Clinton McDonald,2016,29,4,"$12,000,000",3000000
Christo Bilukidi,7178,DI,LV,57.6,60.9,133,129.0,2016,945,Christo Bilukidi,2016,26,1,"$760,000",760000
Dwan Edwards,1772,DI,CAR,57.5,52.5,283,133.0,2016,1133,Dwan Edwards,2016,34,2,"$4,000,000",2000000
Jarvis Jenkins,6193,DI,WAS,57.2,64.6,235,134.0,2016,988,Jarvis Jenkins,2016,27,2,"$6,000,000",3000000
Ricardo Mathews,5761,DI,IND,56.9,59.0,241,135.0,2016,1049,Ricardo Mathews,2016,28,1,"$760,000",760000
John Hughes,7088,DI,CLV,55.6,55.9,223,139.0,2016,996,John Hughes,2016,26,4,"$12,800,000",3200000
Jermelle Cudjo,5814,DI,LA,55.0,58.2,172,142.0,2016,992,Jermelle Cudjo,2016,29,1,"$760,000",760000
Brandon Deaderick,5769,DI,NE,54.4,56.4,219,145.0,2016,927,Brandon Deaderick,2016,28,1,"$760,000",760000
Ropati Pitoitua,4707,DI,KC,53.6,59.0,268,146.0,2016,1378,Ropati Pitoitua,2016,30,3,"$8,600,000",2866667
Sen'Derrick Marks,4985,DI,TEN,53.6,52.1,315,146.0,2016,1382,Sen'Derrick Marks,2016,28,4,"$18,000,000",4500000
Cedric Thornton,6607,DI,PHI,53.1,54.0,215,150.0,2016,937,Cedric Thornton,2016,27,4,"$17,000,000",4250000
Red Bryant,4435,ED,SEA,52.9,50.0,322,152.0,2016,1048,Red Bryant,2016,31,1,"$965,000",965000
Tyson Jackson,4926,DI,KC,51.9,56.3,306,154.0,2016,1396,Tyson Jackson,2016,29,5,"$25,000,000",5000000
Kendall Langford,4380,DI,LA,51.6,51.6,316,155.0,2016,1179,Kendall Langford,2016,30,4,"$17,200,000",4300000
Letroy Guion,4466,DI,MIN,49.5,43.8,239,156.0,2016,1021,Letroy Guion,2016,28,3,"$11,050,000",3683333
Darnell Dockett,1785,DI,ARZ,42.9,34.6,358,159.0,2016,1121,Darnell Dockett,2016,34,2,"$7,250,000",3625000
Geno Atkins,5643,DI,CIN,93.9,90.8,292,1.0,2015,1309,Geno Atkins,2015,26,5,"$53,327,000",10665400
J.J. Watt,6163,DI,HST,92.3,91.5,346,3.0,2015,1318,J.J. Watt,2015,26,6,"$100,005,425",16667571
Cameron Wake,4907,ED,MIA,90.9,75.3,318,4.0,2015,1558,Cameron Wake,2015,33,5,"$33,200,000",6640000
Carlos Dunlap,5579,ED,CIN,89.4,79.3,197,6.0,2015,1418,Carlos Dunlap,2015,26,5,"$39,370,000",7874000
Jason Pierre-Paul,5540,ED,NYG,83.5,80.9,347,7.0,2015,1161,Jason Pierre-Paul,2015,26,1,"$14,813,000",14813000
Gerald McCoy,5528,DI,TB,82.1,73.6,301,10.0,2015,1143,Gerald McCoy,2015,26,6,"$95,200,000",15866667
Justin Houston,6222,ED,KC,81.6,73.6,468,11.0,2015,1174,Justin Houston,2015,26,6,"$101,000,000",16833333
Jurrell Casey,6229,DI,TEN,79.2,83.7,361,14.0,2015,1173,Jurrell Casey,2015,24,4,"$36,000,000",9000000
Greg Hardy,5698,ED,CAR,79.1,70.1,274,15.0,2015,1145,Greg Hardy,2015,26,1,"$11,311,600",11311600
Chris Clemons,1585,ED,SEA,78.9,54.4,310,17.0,2015,1279,Chris Clemons,2015,33,4,"$17,500,000",4375000
Kyle Williams,3079,DI,BUF,78.7,75.2,319,18.0,2015,1186,Kyle Williams,2015,28,3,"$22,300,000",7433333
Charles Johnson,3699,ED,CAR,77.8,54.7,301,20.0,2015,1700,Charles Johnson,2015,29,6,"$76,000,000",12666667
Brian Robison,3718,ED,MIN,76.9,63.1,311,23.0,2015,1266,Brian Robison,2015,31,4,"$22,400,000",5600000
Michael Johnson,4993,ED,CIN,76.1,75.7,317,26.0,2015,1200,Michael Johnson,2015,28,4,"$20,000,000",5000000
Calais Campbell,4364,DI,ARZ,76.0,75.3,330,28.0,2015,1557,Calais Campbell,2015,28,5,"$55,000,000",11000000
Michael Bennett,5273,ED,TB,75.7,71.0,316,29.0,2015,1360,Michael Bennett,2015,29,4,"$28,500,000",7125000
Nick Fairley,6165,DI,DET,75.5,75.8,192,30.0,2015,1206,Nick Fairley,2015,27,1,"$5,000,000",5000000
Ndamukong Suh,5527,DI,DET,75.3,56.5,346,31.0,2015,1205,Ndamukong Suh,2015,28,6,"$114,375,000",19062500
Mario Williams,2946,ED,BUF,74.9,71.4,388,33.0,2015,1634,Mario Williams,2015,30,6,"$96,000,000",16000000
Alex Carrington,5597,DI,BUF,74.6,60.1,151,34.0,2015,1081,Alex Carrington,2015,27,1,"$745,000",745000
Julius Peppers,1010,ED,CHI,74.5,61.3,264,35.0,2015,1334,Julius Peppers,2015,35,3,"$26,000,000",8666667
Desmond Bryant,5204,DI,LV,74.2,67.9,263,36.0,2015,1437,Desmond Bryant,2015,29,5,"$34,000,000",6800000
C.J. Mosley,2408,DI,JAX,73.4,69.7,321,40.0,2015,1093,C.J. Mosley,2015,31,1,"$1,050,000",1050000
Antonio Smith,1856,DI,HST,73.2,58.6,280,42.0,2015,1085,Antonio Smith,2015,33,1,"$2,000,000",2000000
Dan Williams,5551,DI,ARZ,72.8,73.2,263,43.0,2015,1120,Dan Williams,2015,27,4,"$25,000,000",6250000
Jason Babin,1748,ED,JAX,72.6,65.8,243,44.0,2015,1160,Jason Babin,2015,35,1,"$870,000",870000
Henry Melton,5028,DI,CHI,71.8,52.4,204,46.0,2015,1149,Henry Melton,2015,28,1,"$3,750,000",3750000
Linval Joseph,5571,DI,NYG,71.6,68.2,359,48.0,2015,1352,Linval Joseph,2015,26,5,"$31,250,000",6250000
Jeremy Mincey,3136,ED,JAX,71.5,71.5,404,49.0,2015,1327,Jeremy Mincey,2015,31,2,"$3,000,000",1500000
Jason Hatcher,3037,DI,DAL,70.7,75.7,301,53.0,2015,1325,Jason Hatcher,2015,32,4,"$27,500,000",6875000
Cameron Jordan,6176,ED,NO,70.6,76.4,421,54.0,2015,1096,Cameron Jordan,2015,25,5,"$55,000,000",11000000
Jared Allen,1847,ED,MIN,70.3,62.8,386,55.0,2015,1323,Jared Allen,2015,32,4,"$32,000,000",8000000
Brodrick Bunkley,2959,DI,NO,69.4,70.5,210,59.0,2015,1268,Brodrick Bunkley,2015,31,3,"$10,650,000",3550000
Justin Tuck,2291,ED,NYG,69.3,64.0,241,60.0,2015,1337,Justin Tuck,2015,31,2,"$10,000,000",5000000
Jabaal Sheard,6189,ED,CLV,68.8,74.4,391,63.0,2015,1153,Jabaal Sheard,2015,25,2,"$11,000,000",5500000
Earl Mitchell,5605,DI,HST,68.5,69.4,208,66.0,2015,1299,Earl Mitchell,2015,27,4,"$16,000,000",4000000
Vance Walker,5134,DI,ATL,68.5,66.9,258,66.0,2015,1241,Vance Walker,2015,27,2,"$4,000,000",2000000
Kevin Williams,1325,DI,MIN,68.5,64.1,292,66.0,2015,1183,Kevin Williams,2015,34,1,"$1,500,000",1500000
Ryan Kerrigan,6168,ED,WAS,68.0,50.1,384,69.0,2015,1222,Ryan Kerrigan,2015,26,5,"$57,500,000",11500000
Ahtyba Rubin,4504,DI,CLV,67.4,78.6,243,71.0,2015,1078,Ahtyba Rubin,2015,28,1,"$2,600,000",2600000
Corey Wootton,5633,ED,CHI,67.2,61.2,222,74.0,2015,1114,Corey Wootton,2015,27,1,"$825,000",825000
Terrance Knighton,4995,DI,JAX,66.9,58.0,321,76.0,2015,1231,Terrance Knighton,2015,28,1,"$4,450,000",4450000
Tom Johnson,3378,DI,NO,66.8,57.7,188,77.0,2015,1233,Tom Johnson,2015,30,3,"$7,000,000",2333333
Kyle Love,5806,DI,NE,66.6,68.6,273,78.0,2015,1345,Kyle Love,2015,29,2,"$1,475,000",737500
Sammie Lee Hill,5038,DI,DET,66.5,57.5,171,79.0,2015,1514,Sammie Lee Hill,2015,28,3,"$11,400,000",3800000
Vince Wilfork,1742,DI,NE,66.3,66.3,380,80.0,2015,1243,Vince Wilfork,2015,33,2,"$9,000,000",4500000
Arthur Jones,5680,DI,BLT,66.2,63.4,356,81.0,2015,1259,Arthur Jones,2015,28,5,"$33,000,000",6600000
Kevin Vickerson,2433,DI,DEN,66.1,68.7,256,82.0,2015,1182,Kevin Vickerson,2015,32,1,"$950,000",950000
Corey Liuget,6170,DI,LAC,65.5,65.4,266,83.0,2015,1112,Corey Liuget,2015,25,5,"$51,250,000",10250000
Justin Smith,776,DI,SF,65.2,74.7,355,85.0,2015,1336,Justin Smith,2015,35,2,"$9,100,000",4550000
Cam Thomas,5669,DI,LAC,65.1,58.6,186,87.0,2015,1271,Cam Thomas,2015,28,2,"$4,000,000",2000000
Paul Soliai,3724,DI,MIA,65.1,58.7,314,87.0,2015,1369,Paul Soliai,2015,31,5,"$32,000,000",6400000
Derrick Shelby,7400,ED,MIA,65.0,60.4,106,89.0,2015,1129,Derrick Shelby,2015,26,1,"$2,356,000",2356000
Marcell Dareus,6155,DI,BUF,65.0,51.4,328,89.0,2015,1194,Marcell Dareus,2015,25,6,"$96,574,118",16095686
Ray McDonald,3713,DI,SF,64.9,67.9,404,91.0,2015,1215,Ray McDonald,2015,30,1,"$1,050,000",1050000
Brandon Mebane,3701,DI,SEA,64.5,67.4,323,94.0,2015,1697,Brandon Mebane,2015,30,5,"$25,000,000",5000000
Stephen Paea,6205,DI,CHI,63.6,50.1,219,97.0,2015,1228,Stephen Paea,2015,26,4,"$21,000,000",5250000
Chris Long,4316,ED,LA,63.1,46.9,307,99.0,2015,1562,Chris Long,2015,30,4,"$48,200,000",12050000
Alan Branch,3649,DI,SEA,63.0,56.1,282,100.0,2015,1080,Alan Branch,2015,30,2,"$4,300,000",2150000
B.J. Raji,4932,DI,GB,62.9,65.1,330,101.0,2015,1087,B.J. Raji,2015,28,1,"$1,750,000",1750000
Shaun Phillips,1819,ED,LAC,62.9,48.5,321,101.0,2015,1383,Shaun Phillips,2015,33,2,"$5,000,000",2500000
Jerry Hughes,5556,ED,IND,62.6,55.8,278,104.0,2015,1167,Jerry Hughes,2015,26,5,"$45,000,000",9000000
Barry Cofield,3069,DI,WAS,62.3,51.6,267,105.0,2015,1088,Barry Cofield,2015,30,1,"$870,000",870000
Jonathan Babineaux,2276,DI,ATL,61.9,61.6,364,107.0,2015,1332,Jonathan Babineaux,2015,33,3,"$9,000,000",3000000
Cliff Avril,4406,ED,DET,61.4,50.3,272,110.0,2015,1107,Cliff Avril,2015,28,4,"$28,500,000",7125000
Randy Starks,1792,DI,MIA,60.4,54.7,310,113.0,2015,1214,Randy Starks,2015,31,2,"$6,500,000",3250000
Frostee Rucker,3036,ED,CLV,60.4,58.6,294,113.0,2015,1308,Frostee Rucker,2015,31,2,"$2,000,000",1000000
Robert Geathers,1838,ED,CIN,59.6,60.2,261,117.0,2015,1507,Robert Geathers,2015,31,3,"$9,000,000",3000000
Jared Odrick,5553,ED,MIA,59.4,63.0,345,119.0,2015,1158,Jared Odrick,2015,27,5,"$42,500,000",8500000
C.J. Wilson,5753,DI,GB,59.4,64.0,189,119.0,2015,1094,C.J. Wilson,2015,27,2,"$4,350,000",2175000
Cullen Jenkins,1637,DI,PHI,59.1,44.3,237,123.0,2015,1430,Cullen Jenkins,2015,34,3,"$8,000,000",2666667
Matt Shaughnessy,4994,ED,LV,58.9,71.5,295,125.0,2015,1358,Matt Shaughnessy,2015,28,2,"$4,400,000",2200000
Roy Miller,5004,DI,TB,58.3,59.1,221,127.0,2015,1220,Roy Miller,2015,27,4,"$16,250,000",4062500
Tyson Alualu,5535,DI,JAX,57.9,58.0,397,128.0,2015,1240,Tyson Alualu,2015,27,2,"$6,000,000",3000000
Marcus Spears,2237,DI,DAL,57.6,58.1,202,129.0,2015,1747,Marcus Spears,2015,32,5,"$15,250,000",3050000
Clinton McDonald,5173,DI,SEA,57.6,60.1,134,129.0,2015,1282,Clinton McDonald,2015,28,4,"$12,000,000",3000000
Christo Bilukidi,7178,DI,LV,57.6,60.9,133,129.0,2015,1106,Christo Bilukidi,2015,25,2,"$1,500,000",750000
Dwan Edwards,1772,DI,CAR,57.5,52.5,283,133.0,2015,1133,Dwan Edwards,2015,33,2,"$4,000,000",2000000
Jarvis Jenkins,6193,DI,WAS,57.2,64.6,235,134.0,2015,1159,Jarvis Jenkins,2015,28,1,"$825,000",825000
Ricardo Mathews,5761,DI,IND,56.9,59.0,241,135.0,2015,1217,Ricardo Mathews,2015,27,1,"$920,000",920000
John Hughes,7088,DI,CLV,55.6,55.9,223,139.0,2015,1611,John Hughes,2015,27,4,"$2,644,140",661035
Brett Keisel,1204,DI,PIT,55.4,59.2,336,141.0,2015,1265,Brett Keisel,2015,36,2,"$3,000,000",1500000
Jermelle Cudjo,5814,DI,LA,55.0,58.2,172,142.0,2015,1165,Jermelle Cudjo,2015,28,1,"$660,000",660000
Brandon Deaderick,5769,DI,NE,54.4,56.4,219,145.0,2015,1090,Brandon Deaderick,2015,27,1,"$745,000",745000
Ropati Pitoitua,4707,DI,KC,53.6,59.0,268,146.0,2015,1378,Ropati Pitoitua,2015,29,3,"$8,600,000",2866667
Sen'Derrick Marks,4985,DI,TEN,53.6,52.1,315,146.0,2015,1382,Sen'Derrick Marks,2015,27,4,"$18,000,000",4500000
Stephen Bowen,3242,DI,WAS,53.6,55.3,265,146.0,2015,1227,Stephen Bowen,2015,30,1,"$960,000",960000
Cedric Thornton,6607,DI,PHI,53.1,54.0,215,150.0,2015,1098,Cedric Thornton,2015,26,1,"$2,356,000",2356000
Red Bryant,4435,ED,SEA,52.9,50.0,322,152.0,2015,1216,Red Bryant,2015,31,1,"$950,000",950000
Tyson Jackson,4926,DI,KC,51.9,56.3,306,154.0,2015,1396,Tyson Jackson,2015,28,5,"$25,000,000",5000000
Kendall Langford,4380,DI,LA,51.6,51.6,316,155.0,2015,1179,Kendall Langford,2015,29,4,"$17,200,000",4300000
Letroy Guion,4466,DI,MIN,49.5,43.8,239,156.0,2015,1191,Letroy Guion,2015,27,1,"$2,750,000",2750000
Antonio Johnson,3768,DI,IND,47.4,47.9,233,157.0,2015,1084,Antonio Johnson,2015,30,1,"$755,000",755000
Isaac Sopoaga,1825,DI,SF,44.9,42.1,230,158.0,2015,1450,Isaac Sopoaga,2015,33,3,"$11,000,000",3666667
Darnell Dockett,1785,DI,ARZ,42.9,34.6,358,159.0,2015,1121,Darnell Dockett,2015,33,2,"$7,250,000",3625000
Geno Atkins,5643,DI,CIN,93.9,90.8,292,1.0,2014,1309,Geno Atkins,2014,25,5,"$53,327,000",10665400
J.J. Watt,6163,DI,HST,92.3,91.5,346,3.0,2014,1318,J.J. Watt,2014,25,6,"$100,005,425",16667571
Cameron Wake,4907,ED,MIA,90.9,75.3,318,4.0,2014,1558,Cameron Wake,2014,32,5,"$33,200,000",6640000
Carlos Dunlap,5579,ED,CIN,89.4,79.3,197,6.0,2014,1418,Carlos Dunlap,2014,25,5,"$39,370,000",7874000
Fred Evans,3157,DI,MIN,80.1,81.4,171,13.0,2014,1307,Fred Evans,2014,30,1,"$1,000,000",1000000
Greg Hardy,5698,ED,CAR,79.1,70.1,274,15.0,2014,1312,Greg Hardy,2014,25,1,"$13,116,000",13116000
Chris Clemons,1585,ED,SEA,78.9,54.4,310,17.0,2014,1279,Chris Clemons,2014,32,4,"$17,500,000",4375000
Kyle Williams,3079,DI,BUF,78.7,75.2,319,18.0,2014,1740,Kyle Williams,2014,30,4,"$29,150,000",7287500
Charles Johnson,3699,ED,CAR,77.8,54.7,301,20.0,2014,1700,Charles Johnson,2014,28,6,"$76,000,000",12666667
Brian Robison,3718,ED,MIN,76.9,63.1,311,23.0,2014,1266,Brian Robison,2014,30,4,"$22,400,000",5600000
Israel Idonije,1632,ED,CHI,76.6,68.4,237,25.0,2014,1317,Israel Idonije,2014,33,1,"$980,000",980000
Michael Johnson,4993,ED,CIN,76.1,75.7,317,26.0,2014,1361,Michael Johnson,2014,27,5,"$43,750,000",8750000
Calais Campbell,4364,DI,ARZ,76.0,75.3,330,28.0,2014,1557,Calais Campbell,2014,27,5,"$55,000,000",11000000
Michael Bennett,5273,ED,TB,75.7,71.0,316,29.0,2014,1360,Michael Bennett,2014,28,4,"$28,500,000",7125000
Mario Williams,2946,ED,BUF,74.9,71.4,388,33.0,2014,1634,Mario Williams,2014,29,6,"$96,000,000",16000000
Alex Carrington,5597,DI,BUF,74.6,60.1,151,34.0,2014,1253,Alex Carrington,2014,26,1,"$1,500,000",1500000
Julius Peppers,1010,ED,CHI,74.5,61.3,264,35.0,2014,1334,Julius Peppers,2014,34,3,"$26,000,000",8666667
Desmond Bryant,5204,DI,LV,74.2,67.9,263,36.0,2014,1437,Desmond Bryant,2014,28,5,"$34,000,000",6800000
Justin Bannan,1134,DI,DEN,74.0,76.3,302,38.0,2014,1841,Justin Bannan,2014,34,5,"$22,000,000",4400000
C.J. Mosley,2408,DI,JAX,73.4,69.7,321,40.0,2014,1417,C.J. Mosley,2014,30,2,"$2,750,000",1375000
Antonio Smith,1856,DI,HST,73.2,58.6,280,42.0,2014,1258,Antonio Smith,2014,32,2,"$9,000,000",4500000
Jason Babin,1748,ED,JAX,72.6,65.8,243,44.0,2014,1324,Jason Babin,2014,33,3,"$8,275,000",2758333
Henry Melton,5028,DI,CHI,71.8,52.4,204,46.0,2014,1314,Henry Melton,2014,27,4,"$27,501,000",6875250
Linval Joseph,5571,DI,NYG,71.6,68.2,359,48.0,2014,1352,Linval Joseph,2014,25,5,"$31,250,000",6250000
Jeremy Mincey,3136,ED,JAX,71.5,71.5,404,49.0,2014,1327,Jeremy Mincey,2014,30,2,"$3,000,000",1500000
Jason Hatcher,3037,DI,DAL,70.7,75.7,301,53.0,2014,1325,Jason Hatcher,2014,31,4,"$27,500,000",6875000
Jared Allen,1847,ED,MIN,70.3,62.8,386,55.0,2014,1323,Jared Allen,2014,31,4,"$32,000,000",8000000
Brodrick Bunkley,2959,DI,NO,69.4,70.5,210,59.0,2014,1268,Brodrick Bunkley,2014,30,3,"$10,650,000",3550000
Justin Tuck,2291,ED,NYG,69.3,64.0,241,60.0,2014,1337,Justin Tuck,2014,30,2,"$10,000,000",5000000
Earl Mitchell,5605,DI,HST,68.5,69.4,208,66.0,2014,1299,Earl Mitchell,2014,26,4,"$16,000,000",4000000
Vance Walker,5134,DI,ATL,68.5,66.9,258,66.0,2014,1397,Vance Walker,2014,26,3,"$10,020,000",3340000
Kevin Williams,1325,DI,MIN,68.5,64.1,292,66.0,2014,1341,Kevin Williams,2014,33,1,"$2,100,000",2100000
Haloti Ngata,2957,DI,BLT,67.7,70.1,439,70.0,2014,1716,Haloti Ngata,2014,30,4,"$48,524,000",12131000
Ahtyba Rubin,4504,DI,CLV,67.4,78.6,243,71.0,2014,1685,Ahtyba Rubin,2014,27,4,"$26,500,000",6625000
Ryan Pickett,799,DI,GB,67.3,73.7,373,73.0,2014,1380,Ryan Pickett,2014,34,1,"$955,000",955000
Corey Wootton,5633,ED,CHI,67.2,61.2,222,74.0,2014,1286,Corey Wootton,2014,26,1,"$1,500,000",1500000
Terrance Knighton,4995,DI,JAX,66.9,58.0,321,76.0,2014,1524,Terrance Knighton,2014,27,2,"$4,500,000",2250000
Tom Johnson,3378,DI,NO,66.8,57.7,188,77.0,2014,1387,Tom Johnson,2014,29,1,"$845,000",845000
Kyle Love,5806,DI,NE,66.6,68.6,273,78.0,2014,1345,Kyle Love,2014,28,2,"$1,475,000",737500
Sammie Lee Hill,5038,DI,DET,66.5,57.5,171,79.0,2014,1514,Sammie Lee Hill,2014,27,3,"$11,400,000",3800000
Vince Wilfork,1742,DI,NE,66.3,66.3,380,80.0,2014,1399,Vince Wilfork,2014,32,3,"$23,000,000",7666667
Arthur Jones,5680,DI,BLT,66.2,63.4,356,81.0,2014,1259,Arthur Jones,2014,27,5,"$33,000,000",6600000
Kevin Vickerson,2433,DI,DEN,66.1,68.7,256,82.0,2014,1340,Kevin Vickerson,2014,30,1,"$855,000",855000
Justin Smith,776,DI,SF,65.2,74.7,355,85.0,2014,1336,Justin Smith,2014,34,2,"$9,100,000",4550000
Cam Thomas,5669,DI,LAC,65.1,58.6,186,87.0,2014,1271,Cam Thomas,2014,27,2,"$4,000,000",2000000
