player,player_id,position,team_name,grades_defense,grades_run_defense,snap_counts_run,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Malcolm Smith,6394,LB,LV,53.3,37.0,389,46.0,2015,950,Malcolm Smith,2015,25,2,"$7,000,000",3500000
Kelvin Sheppard,6220,LB,MIA,52.3,59.1,357,48.0,2015,935,Kelvin Sheppard,2015,27,1,"$2,000,000",2000000
Michael Wilhoite,6989,LB,SF,51.8,69.5,294,49.0,2015,957,Michael Wilhoite,2015,28,1,"$660,000",660000
Mychal Kendricks,7049,LB,PHI,51.5,76.1,259,50.0,2015,962,Mychal Kendricks,2015,24,4,"$29,000,000",7250000
Jonathan Casillas,5422,LB,NYG,48.4,49.8,213,53.0,2015,918,Jonathan Casillas,2015,27,3,"$8,000,000",2666667
James Laurinaitis,4958,LB,LA,43.7,37.3,435,56.0,2015,1208,James Laurinaitis,2015,27,5,"$41,500,000",8300000
Curtis Lofton,4351,LB,LV,42.3,59.1,269,58.0,2015,874,Curtis Lofton,2015,28,3,"$18,000,000",6000000
Lawrence Timmons,3631,LB,PIT,40.4,44.7,430,60.0,2015,1498,Lawrence Timmons,2015,29,5,"$47,795,750",9559150
Donald Butler,5603,LB,LAC,39.5,48.4,239,61.0,2015,1042,Donald Butler,2015,26,7,"$51,800,000",7400000
Karlos Dansby,1754,LB,CLV,86.5,73.5,328,4.0,2014,1084,Karlos Dansby,2014,32,4,"$24,000,000",6000000
Rolando McClain,5533,LB,DAL,81.8,71.4,268,8.0,2014,1131,Rolando McClain,2014,24,1,"$700,000",700000
Brandon Marshall,7648,LB,DEN,77.4,67.1,272,9.0,2014,1014,Brandon Marshall,2014,24,1,"$495,000",495000
Daryl Smith,1760,LB,BLT,76.5,76.6,407,10.0,2014,1037,Daryl Smith,2014,32,4,"$13,600,000",3400000
Koa Misi,5565,LB,MIA,74.5,65.3,252,11.0,2014,1094,Koa Misi,2014,26,4,"$17,000,000",4250000
DeAndre Levy,4999,LB,DET,71.0,83.4,367,13.0,2014,1188,DeAndre Levy,2014,26,3,"$9,750,000",3250000
Mike Mohamed,6341,LB,HST,70.5,57.1,142,14.0,2014,1254,Mike Mohamed,2014,25,3,"$1,710,000",570000
Craig Robertson,7003,LB,CLV,68.8,60.5,331,16.0,2014,1028,Craig Robertson,2014,26,1,"$570,000",570000
Geno Hayes,4489,LB,JAX,68.2,66.7,300,17.0,2014,1200,Geno Hayes,2014,26,2,"$2,000,000",1000000
Jerrell Freeman,4888,LB,IND,67.5,41.9,374,18.0,2014,1361,Jerrell Freeman,2014,27,3,"$1,460,000",486667
Lawrence Timmons,3631,LB,PIT,67.1,78.7,370,19.0,2014,1498,Lawrence Timmons,2014,28,5,"$47,795,750",9559150
David Harris,3663,LB,NYJ,66.3,60.1,384,22.0,2014,1467,David Harris,2014,30,4,"$36,000,000",9000000
Danny Lansanah,4713,LB,TB,64.5,64.5,301,25.0,2014,1186,Danny Lansanah,2014,28,2,"$1,050,000",525000
Michael Wilhoite,6989,LB,SF,61.8,56.5,395,28.0,2014,1115,Michael Wilhoite,2014,27,1,"$570,000",570000
James Laurinaitis,4958,LB,LA,61.2,55.5,412,32.0,2014,1208,James Laurinaitis,2014,26,5,"$41,500,000",8300000
Vincent Rey,5811,LB,CIN,59.1,68.6,387,33.0,2014,1146,Vincent Rey,2014,26,2,"$4,200,000",2100000
Brian Cushing,4938,LB,HST,58.3,54.0,314,34.0,2014,1016,Brian Cushing,2014,26,6,"$52,500,000",8750000
Wesley Woodyard,4583,LB,TEN,54.8,49.4,429,39.0,2014,1147,Wesley Woodyard,2014,27,4,"$15,750,000",3937500
Josh Mauga,5491,LB,KC,54.2,45.5,407,41.0,2014,1077,Josh Mauga,2014,27,1,"$645,000",645000
David Hawthorne,4693,LB,NO,53.6,57.4,313,42.0,2014,1340,David Hawthorne,2014,28,5,"$19,000,000",3800000
D'Qwell Jackson,2979,LB,IND,52.5,60.7,468,45.0,2014,1029,D'Qwell Jackson,2014,30,4,"$22,000,000",5500000
Perry Riley,5627,LB,WAS,52.4,61.1,351,46.0,2014,1122,Perry Riley,2014,25,3,"$12,000,000",4000000
Kavell Conner,5763,LB,LAC,52.1,65.5,213,47.0,2014,1086,Kavell Conner,2014,27,3,"$2,700,000",900000
Jameel McClain,4788,LB,NYG,51.4,48.4,399,49.0,2014,1055,Jameel McClain,2014,28,2,"$4,500,000",2250000
Albert McClellan,6022,LB,BLT,50.8,57.4,12,50.0,2014,1001,Albert McClellan,2014,27,2,"$2,200,000",1100000
A.J. Hawk,2950,LB,GB,50.2,49.9,397,52.0,2014,1152,A.J. Hawk,2014,29,3,"$10,600,000",3533333
Curtis Lofton,4351,LB,NO,50.2,48.1,424,52.0,2014,1332,Curtis Lofton,2014,27,5,"$27,500,000",5500000
Steven Johnson,7298,LB,DEN,49.3,50.3,126,55.0,2014,1424,Steven Johnson,2014,26,3,"$1,452,000",484000
Chad Greenway,2962,LB,MIN,46.0,46.7,315,58.0,2014,1022,Chad Greenway,2014,30,2,"$12,600,000",6300000
Larry Foote,1126,LB,ARZ,41.0,55.6,385,62.0,2014,1104,Larry Foote,2014,33,1,"$955,000",955000
Donald Butler,5603,LB,LAC,40.7,49.6,296,63.0,2014,1042,Donald Butler,2014,25,7,"$51,800,000",7400000
Patrick Willis,3627,LB,SF,88.7,84.8,402,2.0,2013,1602,Patrick Willis,2013,28,5,"$50,000,000",10000000
Derrick Johnson,2232,LB,KC,85.9,67.3,377,4.0,2013,1565,Derrick Johnson,2013,30,5,"$27,650,000",5530000
Stephen Tulloch,3061,LB,DET,81.7,75.5,366,6.0,2013,1422,Stephen Tulloch,2013,28,5,"$25,500,000",5100000
Karlos Dansby,1754,LB,ARZ,81.1,66.6,352,7.0,2013,1231,Karlos Dansby,2013,31,1,"$2,250,000",2250000
Akeem Jordan,4270,LB,KC,75.3,79.5,233,11.0,2013,1156,Akeem Jordan,2013,26,1,"$735,000",735000
Sean Lee,5580,LB,DAL,73.1,71.4,230,13.0,2013,1613,Sean Lee,2013,27,4,"$3,490,000",872500
Daryl Washington,5572,LB,ARZ,72.9,51.3,257,14.0,2013,1339,Daryl Washington,2013,26,4,"$32,000,000",8000000
Daryl Smith,1760,LB,BLT,72.2,54.1,428,15.0,2013,1187,Daryl Smith,2013,31,1,"$1,125,000",1125000
Jerrell Freeman,4888,LB,IND,71.1,59.7,442,19.0,2013,1361,Jerrell Freeman,2013,26,3,"$1,460,000",486667
DeAndre Levy,4999,LB,DET,69.7,57.7,364,20.0,2013,1188,DeAndre Levy,2013,25,3,"$9,750,000",3250000
James Laurinaitis,4958,LB,LA,67.3,61.6,425,22.0,2013,1208,James Laurinaitis,2013,25,5,"$41,500,000",8300000
David Harris,3663,LB,NYJ,67.2,73.6,415,23.0,2013,1467,David Harris,2013,29,4,"$36,000,000",9000000
Nick Roach,4054,LB,LV,66.4,48.2,431,25.0,2013,1258,Nick Roach,2013,27,4,"$13,000,000",3250000
Curtis Lofton,4351,LB,NO,65.9,62.7,414,26.0,2013,1332,Curtis Lofton,2013,26,5,"$27,500,000",5500000
Erin Henderson,4656,LB,MIN,65.4,79.1,331,27.0,2013,1196,Erin Henderson,2013,26,2,"$4,000,000",2000000
Lawrence Timmons,3631,LB,PIT,64.1,59.9,422,29.0,2013,1498,Lawrence Timmons,2013,27,5,"$47,795,750",9559150
Paul Posluszny,3650,LB,JAX,63.4,60.7,455,30.0,2013,1514,Paul Posluszny,2013,28,6,"$45,000,000",7500000
Geno Hayes,4489,LB,JAX,63.0,51.4,390,31.0,2013,1200,Geno Hayes,2013,25,2,"$2,000,000",1000000
Wesley Woodyard,4583,LB,DEN,61.9,65.4,281,33.0,2013,1434,Wesley Woodyard,2013,26,2,"$5,000,000",2500000
A.J. Hawk,2950,LB,GB,61.3,40.0,440,34.0,2013,1152,A.J. Hawk,2013,28,3,"$10,600,000",3533333
Joe Mays,4514,LB,HST,60.9,64.1,295,36.0,2013,1218,Joe Mays,2013,27,1,"$1,100,000",1100000
Brad Jones,5142,LB,GB,60.5,52.9,303,38.0,2013,1165,Brad Jones,2013,26,3,"$11,250,000",3750000
D'Qwell Jackson,2979,LB,CLV,60.2,51.9,449,39.0,2013,1334,D'Qwell Jackson,2013,29,5,"$38,500,000",7700000
Rey Maualuga,4961,LB,CIN,59.6,68.8,296,40.0,2013,1274,Rey Maualuga,2013,26,2,"$6,500,000",3250000
Dannell Ellerbe,5442,LB,MIA,59.1,48.0,409,43.0,2013,1185,Dannell Ellerbe,2013,27,5,"$35,000,000",7000000
James Anderson,3033,LB,CHI,56.2,37.1,456,49.0,2013,1206,James Anderson,2013,29,1,"$1,250,000",1250000
DeMeco Ryans,2978,LB,PHI,56.0,58.0,443,51.0,2013,1564,DeMeco Ryans,2013,28,6,"$46,800,000",7800000
Kevin Burnett,2259,LB,LV,54.9,75.2,380,52.0,2013,1235,Kevin Burnett,2013,30,2,"$5,250,000",2625000
Jameel McClain,4788,LB,BLT,52.9,40.1,204,55.0,2013,1355,Jameel McClain,2013,27,2,"$10,500,000",5250000
David Hawthorne,4693,LB,NO,50.2,47.0,383,58.0,2013,1340,David Hawthorne,2013,27,5,"$19,000,000",3800000
Philip Wheeler,4407,LB,MIA,48.0,48.8,432,59.0,2013,1268,Philip Wheeler,2013,28,5,"$26,000,000",5200000
Jon Beason,3641,LB,NYG,48.0,66.6,307,59.0,2013,1220,Jon Beason,2013,27,1,"$3,250,000",3250000
Chad Greenway,2962,LB,MIN,47.7,47.4,412,61.0,2013,1457,Chad Greenway,2013,29,5,"$40,600,000",8120000
London Fletcher,424,LB,WAS,45.3,29.4,408,64.0,2013,1388,London Fletcher,2013,37,2,"$10,750,000",5375000
Patrick Willis,3627,LB,SF,90.4,91.6,444,1.0,2012,1602,Patrick Willis,2012,27,5,"$50,000,000",10000000
Lawrence Timmons,3631,LB,PIT,87.7,69.6,381,3.0,2012,1498,Lawrence Timmons,2012,26,5,"$47,795,750",9559150
Daryl Washington,5572,LB,ARZ,82.8,83.9,490,5.0,2012,1339,Daryl Washington,2012,25,4,"$32,000,000",8000000
Derrick Johnson,2232,LB,KC,79.7,82.5,452,6.0,2012,1565,Derrick Johnson,2012,29,5,"$27,650,000",5530000
Karlos Dansby,1754,LB,MIA,76.0,84.0,405,9.0,2012,1581,Karlos Dansby,2012,30,5,"$42,100,000",8420000
Jerod Mayo,4324,LB,NE,75.6,77.7,447,10.0,2012,1482,Jerod Mayo,2012,25,7,"$49,850,000",7121429
DeMeco Ryans,2978,LB,PHI,73.4,83.8,467,11.0,2012,1564,DeMeco Ryans,2012,27,6,"$46,800,000",7800000
Wesley Woodyard,4583,LB,DEN,71.8,57.5,362,16.0,2012,1434,Wesley Woodyard,2012,25,2,"$5,000,000",2500000
Philip Wheeler,4407,LB,LV,71.4,62.1,422,17.0,2012,1407,Philip Wheeler,2012,27,1,"$700,000",700000
Kevin Burnett,2259,LB,MIA,71.0,75.5,393,18.0,2012,1491,Kevin Burnett,2012,29,4,"$21,000,000",5250000
Jerrell Freeman,4888,LB,IND,70.6,64.3,446,19.0,2012,1361,Jerrell Freeman,2012,25,3,"$1,460,000",486667
D'Qwell Jackson,2979,LB,CLV,70.6,59.1,436,19.0,2012,1334,D'Qwell Jackson,2012,28,5,"$38,500,000",7700000
Lance Briggs,1383,LB,CHI,70.0,62.9,361,21.0,2012,1382,Lance Briggs,2012,31,3,"$17,500,000",5833333
A.J. Hawk,2950,LB,GB,69.9,76.1,428,22.0,2012,1437,A.J. Hawk,2012,27,5,"$33,750,000",6750000
Tim Dobbins,3096,LB,HST,69.7,74.9,133,24.0,2012,1426,Tim Dobbins,2012,29,1,"$700,000",700000
Paul Posluszny,3650,LB,JAX,69.4,74.0,517,25.0,2012,1514,Paul Posluszny,2012,27,6,"$45,000,000",7500000
Stephen Tulloch,3061,LB,DET,68.7,61.6,395,27.0,2012,1422,Stephen Tulloch,2012,27,5,"$25,500,000",5100000
Nick Barnett,1345,LB,BUF,68.2,71.3,433,29.0,2012,1509,Nick Barnett,2012,30,3,"$11,500,000",3833333
Dannell Ellerbe,5442,LB,BLT,67.9,76.3,357,30.0,2012,1337,Dannell Ellerbe,2012,26,1,"$1,927,000",1927000
Takeo Spikes,337,LB,LAC,66.7,70.6,312,35.0,2012,1532,Takeo Spikes,2012,35,3,"$9,500,000",3166667
Chad Greenway,2962,LB,MIN,63.1,58.9,420,39.0,2012,1457,Chad Greenway,2012,28,5,"$40,600,000",8120000
Jovan Belcher,5449,LB,KC,63.1,77.5,199,39.0,2012,1370,Jovan Belcher,2012,24,1,"$1,927,000",1927000
Curtis Lofton,4351,LB,NO,62.5,70.8,449,41.0,2012,1332,Curtis Lofton,2012,25,5,"$27,500,000",5500000
JoLonn Dunbar,4588,LB,LA,62.4,70.1,412,42.0,2012,1364,JoLonn Dunbar,2012,27,2,"$3,050,000",1525000
Nick Roach,4054,LB,CHI,62.1,62.3,299,43.0,2012,1510,Nick Roach,2012,27,2,"$4,500,000",2250000
Dan Connor,4388,LB,DAL,61.9,56.8,175,44.0,2012,1335,Dan Connor,2012,26,2,"$6,500,000",3250000
Bart Scott,1303,LB,NYJ,61.6,61.5,337,45.0,2012,1630,Bart Scott,2012,31,6,"$48,000,000",8000000
Keith Brooking,336,LB,DEN,60.9,55.0,252,47.0,2012,1375,Keith Brooking,2012,36,1,"$1,000,000",1000000
Jameel McClain,4788,LB,BLT,60.2,57.5,338,48.0,2012,1355,Jameel McClain,2012,26,2,"$10,500,000",5250000
Russell Allen,5263,LB,JAX,60.0,59.1,506,49.0,2012,1416,Russell Allen,2012,25,3,"$6,000,000",2000000
Larry Foote,1126,LB,PIT,59.7,52.2,381,50.0,2012,1588,Larry Foote,2012,31,3,"$9,300,000",3100000
David Harris,3663,LB,NYJ,59.5,60.1,496,52.0,2012,1467,David Harris,2012,28,4,"$36,000,000",9000000
Bradie James,1416,LB,HST,59.3,60.3,317,53.0,2012,1312,Bradie James,2012,31,1,"$890,000",890000
Chase Blackburn,2498,LB,NYG,59.0,62.1,383,54.0,2012,1326,Chase Blackburn,2012,28,1,"$825,000",825000
Justin Durant,3664,LB,DET,58.5,68.5,350,55.0,2012,1487,Justin Durant,2012,26,2,"$5,500,000",2750000
Jonathan Vilma,1733,LB,NO,57.7,53.7,217,56.0,2012,1368,Jonathan Vilma,2012,29,2,"$9,300,000",4650000
Michael Boley,2377,LB,NYG,55.4,57.9,327,57.0,2012,1663,Michael Boley,2012,29,5,"$25,000,000",5000000
London Fletcher,424,LB,WAS,53.5,51.0,372,59.0,2012,1388,London Fletcher,2012,36,2,"$10,750,000",5375000
Stephen Nicholas,3725,LB,ATL,51.1,58.2,407,61.0,2012,1528,Stephen Nicholas,2012,29,5,"$17,500,000",3500000
Paris Lenon,751,LB,ARZ,50.9,49.2,461,62.0,2012,1600,Paris Lenon,2012,34,3,"$4,500,000",1500000
